"id_docente";"nome";"titulo";"tipo";"issn_ou_sigla";"nome_local";"ano";"qualis";"natureza";"percentile_ou_h5";"autores";"doi"
38;Ivan Saraiva Silva;I/O Management and Task Scheduler on Packet-Drive General Purpose Architecture;TRABALHO-EM-EVENTOS;CLEI;CLEI 2011 - Conferencia Latinoamericana de Informática - XXXVII Conferencia Latinoamericana de Informática;2011;B1;INTERNACIONAL;;"Silvio Roberto Fernandes de Araújo;Ivan Saraiva Silva;Rodrigo de M. S. Veras;";""
38;Ivan Saraiva Silva;DDR SDRAM Memory Controller for Digital TV Decoders;TRABALHO-EM-EVENTOS;SBESC;"2011 Brazilian Symposium on Computing System Engineering (SBESC) - 2011 Brazilian Symposium on Computing System Engineering";2011;A4;INTERNACIONAL;;"SIQUEIRA, HADLEY M.;Ivan Saraiva Silva;KREUTZ, MARCIO E.;CORREA, EDGARD F.;";"10.1109/SBESC.2011.16"
38;Ivan Saraiva Silva;Exploring memory organization in virtual MP-SoC platforms;TRABALHO-EM-EVENTOS;SBCCI;"the 23rd symposium - Proceedings of the 23rd symposium on Integrated circuits and system design - SBCCI &apos;10";2010;A4;INTERNACIONAL;;"Bruno Cruz de Oliveira;KREUTZ, MÁRCIO EDUARDO;CORRÊA, EDGARD DE FARIA;Ivan Saraiva Silva;";"10.1145/1854153.1854175"
38;Ivan Saraiva Silva;Packet-driven General Purpose Instruction Execution on Communication-based Architectures;ARTIGO-PUBLICADO;"18071953";JICS. Journal of Integrated Circuits and Systems (Ed. Português);2010;B1;COMPLETO;10;"Silvio Araújo;Ivan Saraiva Silva;Márcio Eduardo Kreutz;";""
38;Ivan Saraiva Silva;Packet-driven General Purpose Instruction Execution on Communication-based Architecture;ARTIGO-PUBLICADO;"18071953";JICS. Journal of Integrated Circuits and Systems (Ed. Português);2010;B1;COMPLETO;10;"Silvio Roberto Fernandes de Araújo;Ivan Saraiva Silva;Marcio Eduardo Kreutz;";""
38;Ivan Saraiva Silva;Avaliação do Custo de Comunicação com a Memória Externa de uma Arquitetura em Hardware para Estimação de Movimento H.264 (ISSN 2177-496X);TRABALHO-EM-EVENTOS;-;Workshop de Sistemas Embarcados - I workshop de Sistemas Embarcados;2010;SQ;NACIONAL;;"Alba Sandyra Bezerra Lopes;Ivan Saraiva Silva;";""
38;Ivan Saraiva Silva;Arquitetura Hardware/Software de um núcleo NCAP Segundo o Padraão IEEE 1451.1: Uma Prova de Conceito;TRABALHO-EM-EVENTOS;-;Worshop de Sistemas Embarcados - I Workshop de Sistemas Embarcado;2010;SQ;NACIONAL;;"José de Anchieta Gomes dos Santos;Ivan Saraiva Silva;";""
38;Ivan Saraiva Silva;Comparação de Modelos de Memória para Plataformas MPSoC Usando SystemC;TRABALHO-EM-EVENTOS;-;Workshop de Sistemas Embarcados - I Woekshop de Sistemas Embarcados;2010;SQ;NACIONAL;;"Bruno Cruz de Oliveira;Ivan Saraiva Silva;";""
38;Ivan Saraiva Silva;An Educational NoC-based MP-SoC Reconfigurable Platform Targeted to FPGA Implementation;TRABALHO-EM-EVENTOS;IBERCHIP;Workshop Iberchip - 16th Workshop Iberchip;2010;B4;INTERNACIONAL;;"Tadeu Ferreira de Oliveira;Ivan Saraiva Silva;Bruno Cruz de Oliveira;";""
38;Ivan Saraiva Silva;Cache Alternatives Concerning Cache Coherence in NoC-based MPSoC Platform;TRABALHO-EM-EVENTOS;LATIN;IEEE Latin American Symposium on Circuits and Systems - 1st IEEE Latin American Symposium on Circuits and Systems;2010;A3;INTERNACIONAL;;"Ivan Saraiva Silva;Bruno Cruz de Oliveira;Gustavo Girão;";"10.1109/LASCAS.2010.7410239"
38;Ivan Saraiva Silva;;LIVRO-PUBLICADO-OU-ORGANIZADO;-;null - ACM;2009;SQ;;;"Ivan Saraiva Silva;Renato Perez Ribas;Calvin Plett;";""
38;Ivan Saraiva Silva;Processing while routing: a network-on-chip-based parallel system;ARTIGO-PUBLICADO;"17518601";IET Computers & Digital Techniques (Print);2009;B1;COMPLETO;43;"Fernandes, S.R.;Oliveira, B.C.;Costa, M.;Ivan Saraiva Silva;";"10.1049/iet-cdt.2008.0071"
38;Ivan Saraiva Silva;Using NoC routers as processing elements;TRABALHO-EM-EVENTOS;-;Symposium on Integrated Circuits and System Design - Proceedings of the 22nd Annual Symposium on Integrated Circuits and System Design: Chip on the Dunes;2009;SQ;INTERNACIONAL;;"Silvio Roberto Fernandes de Araújo;Bruno Cruz de Oliveira;Ivan Saraiva Silva;";"10.1145/1601896.1601927"
38;Ivan Saraiva Silva;Using Traditional Loop Unrolling to Fit Application on a New Hybrid Reconfigurable Architecture;TRABALHO-EM-EVENTOS;-;Symposium on Applied Computing - Proceedings of the 2008 ACM symposium on Applied computing;2008;SQ;INTERNACIONAL;;"Monica Magalhães Pereira;Silvio Roberto Fernandes de Araújo;Bruno Cruz de Oliveira;Ivan Saraiva Silva;";"10.1145/1363686.1364049"
38;Ivan Saraiva Silva;ESTUDO SOBRE O IMPACTO DOS PROCESSADORES HOSPEDEIROS;ARTIGO-PUBLICADO;"18071600";Holos (Natal. Online);2008;A1;COMPLETO;;"LOPES, ALBA S. B.;COSTA, MICLÉCIO B.;PEREIRA, MÔNICA M.;Ivan Saraiva Silva;";"10.15628/holos.2007.132"
38;Ivan Saraiva Silva;IPNoSys: uma nova arquitetura paralela baseada em redes em chip;TRABALHO-EM-EVENTOS;WSCAD;Simpósio em Sistemas Computacionais WSCAD-SSC 2008 - Proceedings of IX Simpósio em Sistemas Computacionais WSCAD-SSC 2008;2008;B4;NACIONAL;;"Silvio Roberto Fernandes de Araújo;Bruno Cruz de Oliveira;Costa, M.;Ivan Saraiva Silva;";""
38;Ivan Saraiva Silva;A Formal Approach for Network-on-Chip Design;CAPITULO-DE-LIVRO-PUBLICADO;-;Multicore Systems on Chips - Research Sighpost;2008;SQ;;;"Karla Darlene Nepomuceno Ramos;Cláudia Maria Fernandes Araújo Ribeiro;Anamaria Martins Moreira;Ivan Saraiva Silva;";""
38;Ivan Saraiva Silva;Forward and Inverse 2-D DCT Architectures Targeting HDTV for H.264/AVC Video Compression Standard;ARTIGO-PUBLICADO;"03270793";Latin American Applied Research;2007;B4;COMPLETO;;"Luciano Volcan Agostini;Roger Endrigo Carvalho Porto;Thaísa Leal da Silva;Leandro Zanetti Paiva da Rosa;José Luis Almada Güntzel;Ivan Saraiva Silva;Sergio Bampi;";""
38;Ivan Saraiva Silva;Design and Performance Evaluation of a Cache Consistent NOC-Based;TRABALHO-EM-EVENTOS;IBERCHIP;Workshop IBERCHIP - XIII Workshop IBERCHIP;2007;B4;INTERNACIONAL;;"Gustavo Girão;Bruno Cruz de Oliveira;Rodrigo Soares de Lima Sá Rego;Ivan Saraiva Silva;";""
38;Ivan Saraiva Silva;RoSA;TRABALHO-EM-EVENTOS;SBCCI;the 20th annual conference - Proceedings of the 20th annual conference on Integrated circuits and systems design - SBCCI '07;2007;A4;INTERNACIONAL;;"PEREIRA, MONICA MAGALHAES;DE OLIVEIRA, BRUNO CRUZ;Ivan Saraiva Silva;";"10.1145/1284480.1284527"
38;Ivan Saraiva Silva;Cache coherency communication cost in a NoC-based MPSoC platform;TRABALHO-EM-EVENTOS;SBCCI;"the 20th annual conference - Proceedings of the 20th annual conference on Integrated circuits and systems design - SBCCI &apos;07";2007;A4;INTERNACIONAL;;"Gustavo Girão;DE OLIVEIRA, BRUNO CRUZ;SOARES, RODRIGO;Ivan Saraiva Silva;";"10.1145/1284480.1284558"
38;Ivan Saraiva Silva;;LIVRO-PUBLICADO-OU-ORGANIZADO;-;null - SBC;2007;SQ;;;"Adenauer Corrêa Yamin;Ivan Saraiva Silva;Philippe Olivier Alexandre Navaux;";""
38;Ivan Saraiva Silva;Investigação do Uso de Caches com Suporte a Coerência de Dados em Plataformas MPSoC;TRABALHO-EM-EVENTOS;-;Simpósio em Sistemas Computacionais - Proceedings of VIII Simpósio em Sistemas Computacionais;2007;SQ;NACIONAL;;"Gustavo Girão;Bruno Cruz de Oliveira;Rodrigo Soares de Lima Sá Rego;Ivan Saraiva Silva;";"10.13140/2.1.4345.6960"
38;Ivan Saraiva Silva;Multiplierless and fully pipelined JPEG compression soft IP directed to FPGAs;ARTIGO-PUBLICADO;"01419331";Microprocessors and Microsystems;2007;A3;COMPLETO;67;"Luciano Volcan Agostini;Ivan Saraiva Silva;Sergio Bampi;";"10.1016/j.micpro.2006.02.002"
38;Ivan Saraiva Silva;Arquitetura de Hardware Dedicada para a Decodificação Exp-Golomb do Padrão H.264 de Compressão de Vídeo;TRABALHO-EM-EVENTOS;IBERCHIP;XII Workshop IBERCHIP - XII Workshop IBERCHIP;2006;B4;INTERNACIONAL;;"Thaísa Leal da Silva;José Luis Almada Güntzel;Ivan Saraiva Silva;Sergio Bampi;Luciano Volcan Agostini;";""
38;Ivan Saraiva Silva;Quantização Direta e Inversa de Alta Performance para a Compressão de Vídeo H.264/AVC Direcionada para HDTV;TRABALHO-EM-EVENTOS;IBERCHIP;XII Workshop IBERCHIP - XII Workshop IBERCHIP;2006;B4;INTERNACIONAL;;"Marcelo Schiavon Porto;Roger Endrigo Carvalho Porto;José Luis Almada Güntzel;Ivan Saraiva Silva;Sergio Bampi;Luciano Volcan Agostini;";""
38;Ivan Saraiva Silva;Projeto de Arquiteturas Síncronas e de Alto Desempenho para os Blocos das Transformadas Diretas e Inversas da Compressão H.264/AVC;TRABALHO-EM-EVENTOS;IBERCHIP;XII Workshop IBERCHIP - XII Workshop IBERCHIP;2006;B4;INTERNACIONAL;;"Leandro Zanetti Paiva da Rosa;Thaísa Leal da Silva;Roger Endrigo Carvalho Porto;José Luis Almada Güntzel;Ivan Saraiva Silva;Sergio Bampi;Luciano Volcan Agostini;";""
38;Ivan Saraiva Silva;A Formal Approach for Network-on-chip Design;TRABALHO-EM-EVENTOS;-;The International Workshop on System-On-Chip - The International Workshop on System-On-Chip;2006;SQ;INTERNACIONAL;;"Karla Darlene Nepomuceno Ramos;Claudia M. F. A. Ribeiro;Anamaria Martins Moreira;Ivan Saraiva Silva;";""
38;Ivan Saraiva Silva;Forward and Inverse 2-D DCT Architectures for H.264/AVC Video Compression Directed to HDTV;TRABALHO-EM-EVENTOS;-;Southern Conference on Programmable Logic - II Southern Conference on Programmable Logic;2006;SQ;INTERNACIONAL;;"Roger Endrigo Carvalho Porto;Marcelo Schiavon Porto;Thaísa Leal da Silva;José Luis Almada Güntzel;Sergio Bampi;Ivan Saraiva Silva;Luciano Volcan Agostini;";""
38;Ivan Saraiva Silva;Investigação de Algorítmos e Proposta Arquitetural para a Estimação de Movimento Direcionada à Vídeos de Alta Resolução;TRABALHO-EM-EVENTOS;IBERCHIP;XII Workshop IBERCHIP - XII Workshop IBERCHIP;2006;B4;INTERNACIONAL;;"Marcelo Schiavon Porto;José Luis Almada Güntzel;Ivan Saraiva Silva;Sergio Bampi;Luciano Volcan Agostini;";""
38;Ivan Saraiva Silva;Exploração no Espaço de Projeto da Hadamard 4x4 Direta do Padrão de Compressão de Vídeo H.264/AVC;TRABALHO-EM-EVENTOS;IBERCHIP;XII Workshop IBERCHIP - XII Workshop IBERCHIP;2006;B4;NAO_INFORMADO;;"Roger Endrigo Carvalho Porto;Thaísa Leal da Silva;José Luis Almada Güntzel;Ivan Saraiva Silva;Sergio Bampi;Luciano Volcan Agostini;";""
38;Ivan Saraiva Silva;High Throughput Multitransform and Multiparallelism IP for H.264/AVC Video Compression Standard;TRABALHO-EM-EVENTOS;-;"2006 IEEE International Symposium on Circuits and Systems - 2006 IEEE International Symposium on Circuits and Systems";2006;SQ;INTERNACIONAL;;"AGOSTINI, L.;PORTO, R.;GUINTZEL, J.;Ivan Saraiva Silva;BAMPI, S.;";"10.1109/iscas.2006.1693859"
38;Ivan Saraiva Silva;High throughput architecture for H.264/AVC forward transforms block;TRABALHO-EM-EVENTOS;VLSI;"the 16th ACM Great Lakes symposium - Proceedings of the 16th ACM Great Lakes symposium on VLSI  - GLSVLSI &apos;06";2006;B1;INTERNACIONAL;;"AGOSTINI, LUCIANO;PORTO, ROGER;Sergio Bampi;ROSA, LEANDRO;GÜNTZEL, JOSÉ;Ivan Saraiva Silva;";"10.1145/1127908.1127982"
38;Ivan Saraiva Silva;Arquitetura Multi-Transformada de Alto Desempenho com Paralelismo Programável e Direcionada para o Padrão de Compressão de Vídeo H.264/AVC;TRABALHO-EM-EVENTOS;IBERCHIP;XII Workshop IBERCHIP - XII Workshop IBERCHIP;2006;B4;INTERNACIONAL;;"Luciano Volcan Agostini;Roger Endrigo Carvalho Porto;José Luis Almada Güntzel;Ivan Saraiva Silva;Sergio Bampi;";""
38;Ivan Saraiva Silva;A System to Simulate the Behavior of Distribution Systems Voltage Regulators with Embedded Software IP Core Control;TRABALHO-EM-EVENTOS;-;IEEE PES Transmission and Distribution - 2006 IEEE PES Transmission and Distribution Conference and Exposition;2006;SQ;NAO_INFORMADO;;"Manoel Firmino de Medeiros Junior;Ivan Saraiva Silva;José Alberto Nicolau Oliveira;Jânio Mendonça Júnior;";"10.1109/TDCLA.2006.311653"
38;Ivan Saraiva Silva;Estimação de Movimento em Hardware para o Projeto SBTVD Utilizando o Algoritmo de Busca Completa;CAPITULO-DE-LIVRO-PUBLICADO;-;IV Workshop Técnico Científico do DIMAp - EDUFRN;2005;SQ;;;"Milano Carvalho;André Brito;Silvio Roberto Fernandes de Araújo;Gustavo Girão;Monica Magalhães Pereira;Ivan Saraiva Silva;";""
38;Ivan Saraiva Silva;A FPGA Based Design of a Multiplierless and Fully Pipelined JPEG Compressor;TRABALHO-EM-EVENTOS;-;"8th Euromicro Conference on Digital System Design (DSD&apos;05) - 8th Euromicro Conference on Digital System Design (DSD&apos;05)";2005;SQ;INTERNACIONAL;;"AGOSTINI, L.V.;PORTO, R.C.;BAMPI, S.;Ivan Saraiva Silva;";"10.1109/dsd.2005.6"
38;Ivan Saraiva Silva;A low-Cost High-Performance Network-on-Chip;CAPITULO-DE-LIVRO-PUBLICADO;-;IV Workshop Técnico Científico do DIMAp - EDUFRN;2005;SQ;;;"Rodrigo Soares de Lima Sá Rego;Ivan Saraiva Silva;";""
38;Ivan Saraiva Silva;Implementation of a HDTV transport stream multiplexer based on ITU-T H.222.0 recommendation;TRABALHO-EM-EVENTOS;-;Brazilian Symposium on Multimedia and the Web - 11th Brazilian Symposium on Multimedia and the Web;2005;SQ;NACIONAL;;"Gustavo Girão;Silvio Roberto Fernandes de Araújo;Monica Magalhães Pereira;Ivan Saraiva Silva;";""
38;Ivan Saraiva Silva;Projeto e desenvolvimento de um multiplexador de Transport Stream baseado na Recomendação ITU-T H.222.0;TRABALHO-EM-EVENTOS;IBERCHIP;Workshop Iberchip - XI Workshop Iberchip;2005;B4;INTERNACIONAL;;"Silvio Roberto Fernandes de Araújo;Monica Magalhães Pereira;Gustavo Girão;Ivan Saraiva Silva;";""
38;Ivan Saraiva Silva;Soft and Hard IP Design of a Multiplierless and Fully Pipelined 2-D DCT;TRABALHO-EM-EVENTOS;-;International Conference on Very Large Scale Integration - 13TH IFIP International Conference on Very Large Scale Integration;2005;SQ;INTERNACIONAL;;"Luciano Volcan Agostini;Sandro Vilela da Silva;Ivan Saraiva Silva;Sergio Bampi;";""
38;Ivan Saraiva Silva;Projeto e Implementação em FPGA de um Processador com Conjunto de Instrução Reconfigurável;TRABALHO-EM-EVENTOS;IBERCHIP;Workshop IBERCHIP - X Workshop Iberchip;2005;B4;INTERNACIONAL;;"Leonardo Augusto Casillo;Linária Mairla Pinheiro de Lima;Galileu Batista de Sousa;Ivan Saraiva Silva;";""
38;Ivan Saraiva Silva;Accelerating a multiprocessor reconfigurable architecture with pipelined VLIW units;TRABALHO-EM-EVENTOS;-;Rapid System Prototyping - 16th IEEE International Workshop on Rapid System Prototyping;2005;SQ;INTERNACIONAL;;"Arnaldo Pereira de Azevedo Filho;Luciano Volcan Agostini;Flavio Rech Wagner;Sergio Bampi;Rodrigo Soares de Lima Sá Rego;Ivan Saraiva Silva;";""
38;Ivan Saraiva Silva;Comparison between OCP, PVCI and BVCI Hardware Reuse Interfaces Designed in VHDL and Mapped to FPGAs;ARTIGO-PUBLICADO;"01031155";Hífen (Uruguaiana);2005;SQ;COMPLETO;;"Thaísa Leal da Silva;Marcelo Schiavon Porto;Roger Endrigo Carvalho Porto;Ivan Saraiva Silva;Sergio Bampi;José Luis Almada Güntzel;Luciano Volcan Agostini;";""
38;Ivan Saraiva Silva;Design Space Exploration on the H.264 4×4 Hadamard Transform;TRABALHO-EM-EVENTOS;-;Norchip - 23rd Norchip Conference;2005;SQ;NAO_INFORMADO;;"Marcelo Schiavon Porto;Thaísa Leal da Silva;Roger Endrigo Carvalho Porto;Luciano Volcan Agostini;Ivan Saraiva Silva;Sergio Bampi;";""
38;Ivan Saraiva Silva;Arquiteturas de Cálculo da FDCT 2-D e da IDCT 2-D para Codecs HDTV no Padrão H.264/AVC;ARTIGO-PUBLICADO;"01031155";Hífen (Uruguaiana);2005;SQ;COMPLETO;;"Thaísa Leal da Silva;Roger Endrigo Carvalho Porto;Ivan Saraiva Silva;Sergio Bampi;José Luis Almada Güntzel;Luciano Volcan Agostini;";""
38;Ivan Saraiva Silva;Projeto e Implementação de um Multiplexador de Transport Streams com Suporte a HDTV;CAPITULO-DE-LIVRO-PUBLICADO;-;IV Workshop Técnico Científico do DIMAp - EDUFRN;2005;SQ;;;"Monica Magalhães Pereira;Silvio Roberto Fernandes de Araújo;Gustavo Girão;Ivan Saraiva Silva;";""
38;Ivan Saraiva Silva;Papílio Cryptography Algorithm;CAPITULO-DE-LIVRO-PUBLICADO;-;Lecture Notes in Computer Science - Springer Berlin Heidelberg;2004;SQ;;;"de Araújo, Frederiko Stenio;Ramos, Karla Darlene Nempomuceno;Bedregal, Benjamín René Callejas;Ivan Saraiva Silva;";"10.1007/978-3-540-30497-5_143"
38;Ivan Saraiva Silva;When reconfigurable architecture meets network-on-chip;TRABALHO-EM-EVENTOS;SBCCI;"the 17th symposium - Proceedings of the 17th symposium on Integrated circuits and system design  - SBCCI &apos;04";2004;A4;INTERNACIONAL;;"SOARES, RODRIGO;Ivan Saraiva Silva;AZEVEDO, ARNALDO;";"10.1145/1016568.1016626"
38;Ivan Saraiva Silva;Papílio Cryptography Algorithm;TRABALHO-EM-EVENTOS;-;International Symposium on Computational and Information Sciences - Lecture Notes in Computer Science (LNCS) series;2004;SQ;INTERNACIONAL;;"Frederiko Stenio de Araújo;Karla Darlene Nepomuceno Ramos;Benjamin Rene Callejas Bedregal;Ivan Saraiva Silva;";""
38;Ivan Saraiva Silva;Throughput and Reconfiguration Time Trade-offs: From Static to Dynamic Reconfiguration in Dedicated Image Filters;TRABALHO-EM-EVENTOS;-;Field Programmable Logic and Application - Lecture Notes in Computer Science (LNCS) series;2004;SQ;INTERNACIONAL;;"Marcos Rafael Boschetti;Sergio Bampi;Ivan Saraiva Silva;";""
38;Ivan Saraiva Silva;A run-time reconfigurable datapath architecture for image processing applications;TRABALHO-EM-EVENTOS;-;Design, Automation and Test in Europe Conference and Exhibition - Proceedings Design, Automation and Test in Europe Conference and Exhibition;2004;SQ;INTERNACIONAL;;"BOSCHETTI, M.R.;Ivan Saraiva Silva;BAMPI, S.;";"10.1109/DATE.2004.1269237"
38;Ivan Saraiva Silva;Considerações Sobre Especificação e Verificação Formal de Sistemas Embarcados Utilizando JML;TRABALHO-EM-EVENTOS;IBERCHIP;workshop IBERCHIP - X Workshop IBERCHIP;2004;B4;INTERNACIONAL;;"Antonio Augusto;David Deharbe;Ivan Saraiva Silva;Luigi Carro;";""
38;Ivan Saraiva Silva;A Case-Study of Communication in a Reconfigurable Architecture: The X4CP32´s Communication Buffer;TRABALHO-EM-EVENTOS;IBERCHIP;Workshop IBERCHIP - X Workshop Iberchip;2004;B4;INTERNACIONAL;;"Rodrigo Soares de Lima Sá Rego;Arnaldo Pereira de Azevedo Filho;Ivan Saraiva Silva;";""
38;Ivan Saraiva Silva;Implementação ASIP de um Compressor JPEG Usando Ferramentas de Projeto em Níveis Altos de Abstração;TRABALHO-EM-EVENTOS;IBERCHIP;Workshop IBERCHIP - X Workshop Iberchip;2004;B4;INTERNACIONAL;;"Silvio Roberto Fernandes de Araújo;Leonardo Augusto Casillo;Ivan Saraiva Silva;Luigi Carro;";""
38;Ivan Saraiva Silva;Projeto Baseado em Reuso: Implementação de um IP de Processador Didático em FPGA com Interface OCP;TRABALHO-EM-EVENTOS;IBERCHIP;Workshop IBERCHIP - X Workshop IBERCHIP;2004;B4;INTERNACIONAL;;"Karla Darlene Nepomuceno Ramos;Nádja Rogéria Araújo Cândido;Leonardo Augusto Casillo;Antonio Augusto;José Alberto Nicolau Oliveira;Ivan Saraiva Silva;";""
38;Ivan Saraiva Silva;Estimação e Cálculo de Potência no Início do Fluxo de Projeto Usando SystemC;TRABALHO-EM-EVENTOS;IBERCHIP;Workshop IBERCHIP - X Workshop IBERCHIP;2004;B4;INTERNACIONAL;;"Andre M Dantas;Monica Magalhães Pereira;Ivan Saraiva Silva;Luigi Carro;";""
38;Ivan Saraiva Silva;Parallel color space converters for JPEG image compression;ARTIGO-PUBLICADO;"00262714";Microelectronics and Reliability;2004;A4;COMPLETO;56;"Luciano Volcan Agostini;Ivan Saraiva Silva;Sergio Bampi;";""
38;Ivan Saraiva Silva;Throughput and Reconfiguration Time Trade-Offs: From Static to Dynamic Reconfiguration in Dedicated Image Filters;CAPITULO-DE-LIVRO-PUBLICADO;-;Lecture Notes in Computer Science - Springer Berlin Heidelberg;2004;SQ;;;"Boschetti, Marcos R.;Sergio Bampi;Ivan Saraiva Silva;";"10.1007/978-3-540-30117-2_49"
38;Ivan Saraiva Silva;X4CP32: a coarse grain general purpose reconfigurable microprocessor;TRABALHO-EM-EVENTOS;IPDPS;International Parallel and Distributed Processing Symposium (IPDPS 2003) - Proceedings International Parallel and Distributed Processing Symposium;2003;A1;INTERNACIONAL;;"SOARES, R.;AZEVEDO, A.;Ivan Saraiva Silva;";"10.1109/IPDPS.2003.1213315"
38;Ivan Saraiva Silva;A new hybrid parallel/reconfigurable architecture: the X4CP32;TRABALHO-EM-EVENTOS;SBCCI;"16th Symposium on Integrated Circuits and Systems Design. SBCCI 2003 - 16th Symposium on Integrated Circuits and Systems Design, 2003. SBCCI 2003. Proceedings.";2003;A4;INTERNACIONAL;;"AZEVEDO, A.;SOARES, R.;Ivan Saraiva Silva;";"10.1109/SBCCI.2003.1232833"
38;Ivan Saraiva Silva;Conversor de Espaço de Cores Paralelo para a Compressão de Imagens JPEG;TRABALHO-EM-EVENTOS;IBERCHIP;Workshop IBERCHIP - IX Workshop IBERCHIP;2003;B4;INTERNACIONAL;;"Luciano Volcan Agostini;Ivan Saraiva Silva;Sergio Bampi;";""
38;Ivan Saraiva Silva;X4CP32: a new parallel/reconfigurable general-purpose processor;TRABALHO-EM-EVENTOS;-;"15th Symposium on Computer Architecture and High Performance Computing - Proceedings. 15th Symposium on Computer Architecture and High Performance Computing";2003;SQ;INTERNACIONAL;;"SOARES, R.;AZEVEDO, A.;Ivan Saraiva Silva;";"10.1109/CAHPC.2003.1250346"
38;Ivan Saraiva Silva;Implementação da DCT 2D em Arquiteturas Reconfiguráveis Utilizando a X4CP32;TRABALHO-EM-EVENTOS;-;Workshop IBERHIP - IX Workshop IBERHIP;2003;SQ;INTERNACIONAL;;"Arnaldo Pereira de Azevedo Filho;Rodrigo Soares de Lima Sá Rego;Ivan Saraiva Silva;";""
38;Ivan Saraiva Silva;PAPÍLIO: Um Algoritmo de Criptografia;ARTIGO-PUBLICADO;"14152061";Revista do CCEI;2002;B3;COMPLETO;;"Karla Darlene Nepomuceno Ramos;Ivan Saraiva Silva;Benjamin Rene Callejas Bedregal;";""
38;Ivan Saraiva Silva;F@MILIA: Uma Plataforma Aberta para Gerenciamento de Atividades de Saúde Publica da Família;TRABALHO-EM-EVENTOS;-;Workshop de Informática Aplicada à Saúde - Congresso Brasileiro de Computação;2002;SQ;NACIONAL;;"Ivan Saraiva Silva;Heitor Galucio de Andrade Figueira;Edgard de Faria Corrêa;Kátia Maria Teixeira da Silva;";""
38;Ivan Saraiva Silva;Pipelined Entropy Coders for JPEG Compression;TRABALHO-EM-EVENTOS;-;Symposium on Integrated Circuits and Systems Design - 15th Symposium on Integrated Circuits and Systems Design;2002;SQ;INTERNACIONAL;;"Luciano Volcan Agostini;Ivan Saraiva Silva;Sergio Bampi;";""
38;Ivan Saraiva Silva;Entropy Coder for JPEG Compression of Gray Scale Images;TRABALHO-EM-EVENTOS;-;SIM2002 - 17th South Symposium on Microeletronics - Proceedings of 17th South Symposium on Microeletronics;2002;SQ;REGIONAL;;"Luciano Volcan Agostini;Ivan Saraiva Silva;Sergio Bampi;";""
38;Ivan Saraiva Silva;Techniques and mechanisms for dynamic reconfiguration in an image processor;TRABALHO-EM-EVENTOS;-;"15th Symposium on Integrated Circuits and Systems Design - Proceedings. 15th Symposium on Integrated Circuits and Systems Design";2002;SQ;INTERNACIONAL;;"BOSCHETTI, M.R.;ADARIO, A.M.S.;Ivan Saraiva Silva;BAMPI, S.;";"10.1109/SBCCI.2002.1137655"
38;Ivan Saraiva Silva;;LIVRO-PUBLICADO-OU-ORGANIZADO;-;null - Sociedade Brasileira de Computação;2002;SQ;;;"Ivan Saraiva Silva;André Inácio Reis;";""
38;Ivan Saraiva Silva;Projeto de Arquitetura de Codificador de Entropia para a Compressão JPEG de Imagens em Tons de Cinza;TRABALHO-EM-EVENTOS;IBERCHIP;Workshop IBERCHIP - VIII Workshop IBERCHIP;2002;B4;INTERNACIONAL;;"Luciano Volcan Agostini;Ivan Saraiva Silva;Sergio Bampi;";""
38;Ivan Saraiva Silva;Plataforma F@MILIA: Software Livre para o Programa de Saúde da Família;TRABALHO-EM-EVENTOS;-;Workshop sobre Software Livre - II Workshop sobre Software Livre;2001;SQ;NACIONAL;;"Edgard de Faria Corrêa;Heitor Galucio de Andrade Figueira;Ivan Saraiva Silva;Kátia Maria Teixeira da Silva;";""
38;Ivan Saraiva Silva;PowerOptimization by Memory Access Reduction in FentoJava Microcontroller;TRABALHO-EM-EVENTOS;-;Microelectronics Seminar - XVI Microelectronics Seminar;2001;SQ;REGIONAL;;"Julio Carlos Balzano de Mattos;Rafael Caillava Krapf;Luigi Carro;Ivan Saraiva Silva;";""
38;Ivan Saraiva Silva;Pipelined fast 2D DCT architecture for JPEG image compression;TRABALHO-EM-EVENTOS;SBCCI;SBCCI 2001  XIV Symposium on Integrated Circuits and Systems Design - SBCCI 2001 - XIV Symposium on Integrated Circuits and Systems Design;2001;A4;NACIONAL;;"AGOSTINI, L.V.;Ivan Saraiva Silva;BAMPI, S.;";"10.1109/sbcci.2001.953032"
38;Ivan Saraiva Silva;;LIVRO-PUBLICADO-OU-ORGANIZADO;-;null - Sociedade Brasileira de Computação - SBC;2001;SQ;;;"Renato Perez Ribas;Ivan Saraiva Silva;";""
38;Ivan Saraiva Silva;Arquiteturas Reconfiguráveis: Teoria e Prática;CAPITULO-DE-LIVRO-PUBLICADO;-;III Escola de Microeletrônica da SBC-Sul - Sociedade Brasileira de Computação;2001;SQ;;;"Ivan Saraiva Silva;";""
38;Ivan Saraiva Silva;"2-D DCT Architecture for Image Compression";TRABALHO-EM-EVENTOS;-;Microelectronics Seminar - XVI Microelectronics Seminar;2001;SQ;REGIONAL;;"Luciano Volcan Agostini;Ivan Saraiva Silva;Sergio Bampi;";""
38;Ivan Saraiva Silva;Compressão de Dados Multimídia Através da Decodificação Viterbi e da Codificação Convolucional;ARTIGO-PUBLICADO;"14152061";Revista do CCEI;2000;B3;COMPLETO;;"Karla Darlene Nepomuceno Ramos;Ivan Saraiva Silva;";""
